restaurant_id,status,place_id,updated_at,reason
7549,RESOLVED,19786892,2026-09-21T00:44:52,
7553,RESOLVED,1949747652,2026-09-21T00:45:16,
7554,RESOLVED,1318639397,2026-09-21T00:46:19,
7557,RESOLVED,20889368,2026-09-21T00:46:49,
7562,RESOLVED,1034953698,2026-09-21T00:47:16,
7566,RESOLVED,61244505,2026-09-21T00:47:46,
7568,RESOLVED,1743063426,2026-09-21T00:48:09,
7573,NOT_FOUND,,2026-09-21T00:48:21,NO_VALID_CANDIDATE
7876,RESOLVED,1076248295,2026-09-21T00:49:43,
8365,NOT_FOUND,,2026-09-21T00:49:56,CANDIDATE_PLACE_ID_MISSING
7563,RESOLVED,1881406968,2026-09-21T00:50:22,
7721,NOT_FOUND,,2026-09-21T00:50:35,NO_VALID_CANDIDATE
7759,NOT_FOUND,,2026-09-21T00:50:48,CANDIDATE_PLACE_ID_MISSING
7552,RESOLVED,1777700241,2026-09-21T00:51:13,
7564,RESOLVED,1531219789,2026-09-21T00:51:38,
7565,RESOLVED,2043178289,2026-09-21T00:52:04,
7567,NOT_FOUND,,2026-09-21T00:52:17,NO_VALID_CANDIDATE
