restaurant_id,status,place_id,updated_at,reason
7549,AMBIGUOUS,37559010,2026-09-21T01:13:39,TOP_K_DETAIL_VALIDATION_FAILED
7553,AMBIGUOUS,11678788,2026-09-21T01:16:24,TOP_K_DETAIL_VALIDATION_FAILED
7554,ERROR,1437963885,2026-09-21T01:17:52,QWEN_SEMANTIC_FAILURE;Qwen semantic response failed after one retry
7557,ERROR,20889368,2026-09-21T01:18:50,QWEN_SEMANTIC_FAILURE;Qwen semantic response failed after one retry
7562,RESOLVED,1034953698,2026-09-21T01:19:26,
7566,RESOLVED,61244505,2026-09-21T01:19:48,
7568,AMBIGUOUS,1743063426,2026-09-21T01:20:26,TOP_K_DETAIL_VALIDATION_FAILED
7573,NOT_FOUND,,2026-09-21T01:20:39,NO_VALID_CANDIDATE
7876,ERROR,2031787187,2026-09-21T01:22:06,QWEN_SEMANTIC_FAILURE;Qwen semantic response failed after one retry
8365,NOT_FOUND,,2026-09-21T01:22:19,CANDIDATE_PLACE_ID_MISSING
7563,AMBIGUOUS,1881406968,2026-09-21T01:23:59,TOP_K_DETAIL_VALIDATION_FAILED
7721,NOT_FOUND,,2026-09-21T01:24:11,NO_VALID_CANDIDATE
7759,NOT_FOUND,,2026-09-21T01:24:24,CANDIDATE_PLACE_ID_MISSING
7552,AMBIGUOUS,1777700241,2026-09-21T01:25:28,TOP_K_DETAIL_VALIDATION_FAILED
7564,AMBIGUOUS,1531219789,2026-09-21T01:26:34,TOP_K_DETAIL_VALIDATION_FAILED
7565,ERROR,31663534,2026-09-21T01:28:53,QWEN_SEMANTIC_FAILURE;Qwen semantic response failed after one retry
7567,NOT_FOUND,,2026-09-21T01:29:06,NO_VALID_CANDIDATE
